root,suffixes
руб_PRTF,"['нн', 'ивш', 'авш', 'ающ', 'ящ']"
лужиц_ADJF,['к']
басурман_INFN,['ть']
темн_INFN,['ть']
баллон_ADJF,['н']
соловь_ADJF,['ин']
шток_NOUN,['ен']
нужн_NOUN,['ость']
тырс_NOUN,[]
контур_ADJF,['н']
ретушь_NOUN,[]
реконструкт_ADJF,['ивн']
игумен_NOUN,['ств']
аборд_NOUN,['аж']
афродит_NOUN,['изм']
бруцелл_ADJF,['н']
тевтон_NOUN,"['к', 'ец']"
блек_INFN,['ть']
мутовч_ADJF,['ат']
мурова_PRTF,['нн']
диван_ADJF,['н']
спряг_INFN,['ть']
вердикт_NOUN,[]
шкур_INFN,['ть']
аквамарин_ADJF,"['н', 'ов']"
оку_PRTF,['т']
сундуч_ADJF,['н']
тих_ADJS,['охоньк']
компромет_INFN,['ть']
партизан_ADJF,['ск']
сурик_NOUN,[]
дикобраз_NOUN,[]
опущ_PRTF,['енн']
бессемер_NOUN,['ни']
браж_INFN,['ть']
трел_PRTF,['нн']
караван_ADJF,['н']
киндяк_NOUN,[]
гимназ_NOUN,"['ист', 'к']"
шеллач_ADJF,['н']
ров_NOUN,['ик']
пропаганд_NOUN,"['к', 'ист', 'ни']"
товар_NOUN,"['ость', 'ни', 'ник']"
кат_ADVB,['ом']
чащ_COMP,[]
русл_ADJF,['ов']
батарей_NOUN,['к']
собственн_ADJF,['еск']
смир_NOUN,"['тель', 'ени', 'ств', 'ик', 'ость', 'иц']"
молозив_NOUN,[]
изврат_INFN,['ть']
рангоут_NOUN,[]
казен_ADJF,['н']
грех_ADJF,['н']
ягн_INFN,['ть']
шишк_ADJF,['оват']
проем_ADJF,['н']
изъя_PRTF,['т']
лег_ADJS,['охоньк']
дуршлаг_NOUN,[]
дир_PRTF,['ющ']
зр_PRTF,"['ящ', 'нн', 'евш', 'авш', 'аем', 'ающ']"
келар_ADJF,['ск']
онан_INFN,['ть']
штраф_NOUN,['ик']
парусин_NOUN,[]
дрезин_NOUN,[]
утол_INFN,['ть']
протест_NOUN,[]
квартирь_NOUN,['ер']
древ_NOUN,"['ни', 'ин', 'ени', 'ниц', 'к', 'н']"
гильотин_INFN,['ть']
фельдшер_NOUN,['иц']
истукан_NOUN,[]
шаг_NOUN,"['ом', 'ик']"
думпер_NOUN,[]
плю_NOUN,"['ств', 'й']"
пыж_INFN,['ть']
бархат_NOUN,"['ц', 'к', 'ец', 'ост']"
бурж_NOUN,['ец']
драгун_NOUN,['ск']
твораж_INFN,['ть']
лг_NOUN,"['унь', 'ун', 'ишк']"
француз_ADJF,['ск']
дисперси_NOUN,[]
тряп_ADJF,['н']
шарлатан_INFN,['ть']
обращ_NOUN,"['ени', 'ость']"
свежева_PRTF,['нн']
аметист_NOUN,[]
магнет_ADJF,['ическ']
эрупц_NOUN,['и']
сердц_NOUN,['евин']
кач_ADJF,"['н', 'ющ', 'к']"
пергамент_ADJF,['н']
цар_ADJF,"['ев', 'енн', 'ск']"
конкреци_NOUN,[]
католик_NOUN,[]
агат_NOUN,[]
хар_NOUN,"['нь', 'ин']"
полирова_NOUN,['ни']
получ_PRTF,['енн']
маневр_ADJF,"['енн', 'ов']"
дроф_NOUN,[]
ро_NOUN,"['ек', 'н', 'ени']"
дал_ADVB,['и']
войлач_NOUN,['ни']
подваль_NOUN,['чик']
прест_ADJF,[]
дирек_NOUN,"['и', 'ат', 'ств', 'ш']"
констру_INFN,['ть']
треп_NOUN,"['к', 'ни', 'ыш', 'отн', 'ач', 'л', 'н', 'ет', 'ани', 'ост']"
стеречь_INFN,[]
пряд_PRTF,"['енн', 'ий', 'ущ']"
глас_NOUN,"['овк', 'и', 'н', 'к', 'ост', 'ани']"
запад_ADJF,['н']
цезар_ADJF,['ск']
альбумин_NOUN,"['оид', 'и']"
шлямбур_NOUN,[]
иллюстр_INFN,['ть']
кастрюль_NOUN,['к']
матери_ADJF,"['ичн', 'ическ', 'альн']"
блинд_NOUN,"['ни', 'аж']"
бред_NOUN,"['ень', 'н']"
кондици_INFN,['ть']
оккуп_PRTF,['нн']
гук_INFN,['ть']
турбулентн_NOUN,['ость']
мармелад_ADJF,['н']
разви_NOUN,"['ти', 'ость']"
сер_INFN,['ть']
сектор_ADJF,"['н', 'альн']"
кихот_NOUN,"['ств', 'ск']"
бард_NOUN,[]
импров_NOUN,"['атор', 'аци']"
пекин_ADJF,['ск']
тор_PRTF,"['енн', 'нн']"
бров_NOUN,"['к', 'ь']"
преферанс_NOUN,['ист']
сноб_ADJF,['ск']
бурав_INFN,['ть']
щуп_NOUN,"['ц', 'ик', 'ни', 'нь']"
костель_ADJF,['н']
ли_ADJF,"['н', 'ов', 'чат', 'т', 'ев']"
адапт_ADJF,"['онн', 'ивн', 'анн']"
каем_NOUN,['к']
декрет_PRTF,['нн']
танц_ADJF,"['н', 'ющ', 'ск']"
прав_ADVB,[]
кочева_INFN,['ть']
керат_NOUN,"['оз', 'ит', 'ин']"
звезд_INFN,['ть']
момент_NOUN,['ост']
шпилеч_NOUN,['к']
контагий_NOUN,[]
гад_INFN,"['ть', 'ыв']"
хлуп_NOUN,[]
афер_NOUN,"['к', 'ист']"
климат_ADJF,"['ическ', 'онн']"
рж_INFN,['ть']
хомут_PRTF,['нн']
куст_ADJF,"['ов', 'ист', 'н']"
приверед_ADJF,['лив']
стихий_ADJF,['н']
лиц_PRTF,"['нн', 'анн']"
долот_NOUN,['ц']
паскаль_NOUN,[]
злат_NOUN,[]
холод_ADJF,"['н', 'ов', 'л', 'оват', 'ильн']"
распростран_ADJF,"['тельн', 'енн', 'ск']"
нейтрал_NOUN,"['к', 'тор', 'итет', 'аци']"
грав_PRTF,['нн']
разева_INFN,['ть']
потенц_PRTF,['нн']
улус_NOUN,[]
влаж_INFN,['ть']
труд_ADJF,"['ов', 'ий', 'ящ', 'к', 'н']"
новл_INFN,['ть']
пихт_NOUN,['ник']
мгновени_NOUN,[]
заик_INFN,['ть']
смир_INFN,['ть']
хитр_ADJF,"['н', 'ющ', 'еньк']"
кенар_NOUN,[]
полов_NOUN,"['ц', 'к']"
репар_ADJF,['онн']
антимон_NOUN,"['ид', 'ий', 'ит']"
гончар_NOUN,"['н', 'ств']"
порци_NOUN,['он']
дистилл_NOUN,"['яци', 'ятор', 'ят']"
суд_NOUN,"['ик', 'ость', 'ек', 'аци', 'и', 'ок', 'ств', 'ат', 'ищ', 'им', 'ец', 'ост', 'к', 'н']"
весл_NOUN,['ищ']
теург_NOUN,['и']
снова_NOUN,"['щик', 'щиц', 'к', 'ни']"
ясн_INFN,['ть']
ерет_NOUN,"['ик', 'к']"
анатом_PRTF,['нн']
отдух_NOUN,[]
рынок_NOUN,[]
анестез_PRTF,"['нн', 'ющ']"
биссин_NOUN,['оз']
шершав_ADJF,[]
сальмонелл_NOUN,['ез']
извед_PRTF,"['ий', 'ш', 'нн']"
серенад_NOUN,[]
занавес_ADJF,['н']
спичеч_NOUN,['ниц']
титан_ADJF,"['ов', 'ист', 'еск']"
щербл_INFN,['ть']
подобл_INFN,['ть']
зябл_ADJF,['ев']
дальтон_NOUN,"['изм', 'ик']"
маль_ADVB,"['ск', 'ств']"
мы_PRTF,['т']
истин_ADVB,['у']
кемпинг_NOUN,[]
дин_NOUN,[]
изъявл_PRTF,['енн']
бож_NOUN,"['еньк', 'и', 'еств', 'ок', 'б', 'ниц', 'ник', 'ост', 'к', 'ени']"
льв_NOUN,"['ник', 'енок', 'иц']"
сип_ADJF,"['оват', 'л', 'ш']"
гностиц_NOUN,['изм']
муров_NOUN,['к']
диабаз_ADJF,['ов']
комильфо_ADJF,['н']
искус_INFN,['ть']
натурал_PRTF,['нн']
бань_NOUN,['к']
кунац_ADJF,['к']
простофил_NOUN,[]
ворош_INFN,['ть']
манжет_NOUN,['к']
диспозици_NOUN,[]
фик_NOUN,['аци']
курень_NOUN,[]
зелен_GRND,[]
созерца_NOUN,"['ниц', 'ни', 'ость', 'тель']"
факс_NOUN,[]
аджар_ADJF,['ск']
бав_INFN,['ть']
коп_ADJF,"['н', 'тельн', 'ем', 'к', 'лив']"
ион_ADJF,"['н', 'нн', 'ющ', 'ий', 'ов', 'онн']"
приспособл_NOUN,['ость']
тотем_ADJF,['ическ']
похаб_NOUN,"['ств', 'ник', 'щин', 'ниц']"
треск_ADJF,"['уч', 'ов']"
мусульм_NOUN,"['ин', 'ств', 'к']"
архитект_NOUN,"['ор', 'ур', 'ик']"
окоп_NOUN,"['ник', 'чик']"
банкрот_INFN,['ть']
ороч_NOUN,['ск']
башн_NOUN,[]
дрен_ADJF,['н']
артр_NOUN,"['и', 'оз', 'ит', 'изм']"
обмундир_NOUN,"['к', 'ни']"
кряж_ADJF,"['ист', 'ев']"
государств_ADJF,['енн']
парламент_NOUN,"['изм', 'ер', 'ств', 'и']"
жид_PRTF,"['ющ', 'авш', 'ающ', 'аем']"
карман_PRTF,['енн']
пороч_NOUN,"['ени', 'ость']"
аффикс_NOUN,[]
стыд_ADVB,['н']
спор_INFN,['ть']
десерт_ADJF,['н']
ден_ADJF,"['к', 'н', 'альн', 'енн']"
таволг_ADJF,['ов']
халуп_NOUN,[]
настоящ_ADJF,[]
фрамуг_NOUN,[]
невест_INFN,['ть']
пест_NOUN,"['унь', 'ик', 'ни', 'ун']"
каракатиц_NOUN,[]
исповед_NOUN,"['н', 'ни', 'ник', 'ниц']"
эвкалипт_ADJF,['ов']
гуж_ADVB,['ом']
консистенц_NOUN,['и']
брильянт_NOUN,"['ин', 'ик', 'щик']"
лж_NOUN,"['ость', 'ец']"
авантаж_NOUN,[]
бараш_NOUN,"['ек', 'к']"
аугмент_NOUN,['аци']
корыст_ADJF,['н']
дифтер_ADJF,['н']
вассаль_NOUN,['ств']
пушь_NOUN,[]
комплекс_ADJF,"['н', 'нн']"
маршал_NOUN,[]
бацилл_NOUN,"['ин', 'ез']"
щеп_PRTF,"['нн', 'ий', 'ющ']"
адрес_ADJF,['н']
оратор_INFN,['ть']
ворот_VERB,['л']
шихт_INFN,['ть']
макулатур_NOUN,[]
тел_INFN,['ть']
чуваш_ADJF,['ск']
церебр_ADJF,['альн']
мегер_NOUN,[]
балласт_INFN,['ть']
дирижабель_ADJF,['н']
спидол_NOUN,[]
руш_ADJF,"['н', 'им', 'еск']"
дождь_NOUN,[]
парафраз_NOUN,[]
свобод_INFN,['ть']
бедр_NOUN,['ик']
затон_ADJF,['н']
кваш_NOUN,"['к', 'н', 'ни', 'ени', 'ин']"
пункту_ADJF,['онн']
человеч_PRTF,['енн']
раб_NOUN,['ств']
вон_ADJF,"['юч', 'н']"
тороч_INFN,['ть']
вульгар_INFN,['ть']
закорюч_NOUN,"['к', 'ин']"
костел_NOUN,[]
мяк_ADJF,"['л', 'оньк', 'еньк']"
вафель_NOUN,['ниц']
игнор_PRTF,['нн']
туш_PRTF,['енн']
клен_NOUN,"['ек', 'ок']"
подъя_PRTF,['т']
зажи_ADJF,['ющ']
мертв_INFN,['ть']
тепл_ADJF,"['тельн', 'ехоньк', 'еньк', 'к', 'ешеньк', 'ов', 'ичн', 'ат']"
кресть_ADJF,['ск']
стряп_NOUN,"['к', 'нь', 'еств', 'н', 'ух', 'ч']"
ямб_NOUN,['и']
аккомод_INFN,['ть']
треф_NOUN,['к']
сеттер_NOUN,[]
сквалыг_NOUN,[]
культив_ADJF,['нн']
рекорд_NOUN,"['смен', 'к', 'ист']"
долж_ADJF,"['н', 'енн']"
дисперс_ADJF,['н']
ридикюль_NOUN,[]
кост_NOUN,"['ниц', 'як', 'очк', 'ищ', 'ни', 'яшк', 'к', 'ик', 'ост']"
гуж_ADJF,['ев']
калорий_NOUN,['ость']
эскадрон_ADJS,['н']
перм_NOUN,"['як', 'к']"
орош_PRTF,['енн']
барьер_NOUN,"['к', 'ист', 'чик']"
объявл_PRTF,['енн']
одн_ADJF,"['н', 'а', 'ух']"
аффин_INFN,['ть']
блюд_PRTF,"['ш', 'енн', 'ущ']"
скверн_ADJF,['еньк']
серд_NOUN,"['и', 'яг']"
ароч_ADJF,['н']
марал_ADJF,['ий']
плева_INFN,['ть']
монац_NOUN,['ит']
щеп_NOUN,"['ок', 'к', 'ств', 'ец']"
балаган_NOUN,"['щик', 'щин', 'чик']"
бестер_VERB,[]
хитр_INFN,['ть']
архитект_ADJF,"['н', 'ск']"
глазур_ADJF,['н']
заик_NOUN,['ни']
иероглиф_ADJF,['ическ']
том_ADJF,"['н', 'им', 'ическ']"
документ_ADJF,"['альн', 'нн']"
реснич_ADJF,['н']
нан_NOUN,['изм']
кавун_NOUN,[]
верш_PRTF,"['енн', 'ащ', 'ивш', 'авш', 'ающ']"
биот_ADJF,['ическ']
каботаж_NOUN,['ник']
ынтерес_ADJF,['н']
дых_INFN,"['ть', 'н']"
конверт_INFN,['ть']
ферм_ADJF,"['ск', 'енн']"
ублюдок_NOUN,[]
обрат_ADJF,"['им', 'н']"
пучин_NOUN,[]
пых_INFN,['ть']
наперс_NOUN,"['ник', 'ниц']"
сарабанд_NOUN,[]
слеж_NOUN,"['ни', 'к', 'ени']"
мордов_NOUN,"['ец', 'к']"
аргон_NOUN,[]
лощ_PRTF,['енн']
пассив_NOUN,"['ни', 'ость', 'атор']"
кармазин_NOUN,[]
тыч_NOUN,"['к', 'ок', 'ин']"
ретикул_ADJF,"['ярн', 'ов']"
фураж_INFN,['ть']
полн_ADJF,"['им', 'енн', 'ющ', 'ешеньк', 'ехоньк', 'н', 'ск', 'ем', 'ат']"
огн_NOUN,"['ив', 'ищ', 'иц', 'ев', 'к', 'ик', 'ост']"
епископ_ADJF,"['альн', 'ск']"
скрепер_NOUN,['ист']
морган_ADJF,['ск']
потенц_INFN,['ть']
вандал_NOUN,['изм']
яв_ADJF,"['ск', 'енн', 'н']"
свист_PRTF,['нн']
шторм_INFN,['ть']
полундр_INTJ,[]
полб_NOUN,[]
писк_NOUN,"['енок', 'л', 'ун', 'отн', 'унь', 'ни']"
головн_ADJF,['ев']
цифр_INFN,['ть']
стел_PRTF,"['енн', 'ющ']"
перст_NOUN,"['ок', 'янк', 'и', 'к', 'ен', 'н']"
малодуш_INFN,['ть']
квит_NOUN,['ок']
люэс_NOUN,[]
энцефал_NOUN,['ит']
перилл_ADJF,['ов']
строч_NOUN,"['и', 'к', 'ник']"
сморчок_NOUN,[]
дистилл_ADJF,"['онн', 'н']"
узел_NOUN,"['ек', 'ок', 'к']"
халв_NOUN,[]
котон_PRTF,['нн']
чх_INFN,['ть']
смерт_ADJF,['н']
бублик_ADJF,['ов']
ульч_NOUN,['анк']
эмаль_ADJF,['н']
мимоз_ADJF,['ов']
город_ADVB,['ск']
лаж_PRTF,['енн']
контамин_NOUN,['аци']
ворс_ADJF,"['чат', 'ые', 'ист', 'ов', 'ян', 'н']"
аврал_INFN,['ть']
чулоч_ADJF,['н']
ладей_ADJF,['н']
патриарш_NOUN,['еств']
бунд_NOUN,['ец']
резорцин_NOUN,[]
ножь_NOUN,[]
гнезд_ADJF,"['ов', 'н', 'ий']"
колот_NOUN,"['к', 'ушк']"
эффект_NOUN,"['а', 'ост']"
коммун_ADJF,"['ическ', 'альн']"
едь_NOUN,[]
бамбук_ADJF,['ов']
дробл_ADJF,['ен']
никотин_ADJF,['ов']
клон_ADJF,"['еск', 'н', 'енн', 'ск', 'чив']"
стиш_NOUN,"['ок', 'и', 'ат']"
сниск_INFN,['ть']
асфальт_NOUN,"['ни', 'к', 'ит']"
скальп_INFN,['ть']
брошюр_INFN,['ть']
куч_ADJF,"['ев', 'н', 'енн']"
ойрот_NOUN,['к']
заль_ADJF,['н']
командир_NOUN,"['к', 'ни', 'овк']"
ряс_NOUN,['ник']
бюллетен_NOUN,"['щик', 'щиц']"
кропот_ADJF,['лив']
изможд_ADJF,['енн']
пород_ADJF,"['ист', 'н']"
посош_NOUN,['ок']
бретер_ADJF,['ск']
копер_NOUN,"['щиц', 'щик']"
хлыст_INFN,['ть']
ерш_ADJF,"['ов', 'ист']"
член_PRTF,"['енн', 'им']"
санитар_NOUN,"['и', 'к']"
каземат_NOUN,[]
эпиграф_ADJF,['ическ']
заправ_NOUN,"['щиц', 'к', 'л', 'щик']"
зов_PRTF,"['ий', 'ущ']"
репорт_NOUN,"['ств', 'ер', 'аж']"
автомат_ADJF,"['ическ', 'еск', 'нн', 'н', 'ичн', 'анн']"
весел_ADJF,"['еньк', 'ехоньк', 'ешеньк', 'тельн']"
щелоч_PRTF,['енн']
интеллект_ADJF,"['альн', 'анн', 'н']"
вста_PRTF,['ющ']
пиль_ADJF,"['чат', 'н']"
фальц_INFN,['ть']
армяч_NOUN,"['ишк', 'ок']"
хам_NOUN,"['ов', 'ств', 'к', 'ост']"
туль_NOUN,[]
долб_INFN,['ть']
наж_NOUN,['ени']
милост_NOUN,['ец']
брюш_NOUN,"['ник', 'ин', 'няк', 'к', 'ь']"
ость_NOUN,[]
пломбир_ADJF,['н']
англи_NOUN,"['к', 'ин']"
тромб_NOUN,"['ин', 'оз']"
квартир_NOUN,"['к', 'мейстер', 'ант']"
колеб_INFN,['ть']
звяк_INFN,['ть']
поня_NOUN,['ость']
адъектив_ADJF,['н']
сумоч_NOUN,['ник']
томл_NOUN,"['ени', 'ост']"
высок_ADJF,"['ошеньк', 'оньк', 'оват', 'охоньк']"
тюк_INFN,['ть']
сперм_NOUN,"['и', 'ий']"
жанр_NOUN,['ист']
марин_INFN,['ть']
эспадрон_NOUN,['ист']
гербар_NOUN,['аци']
оним_ADJF,"['ическ', 'ичн', 'н']"
имам_NOUN,['ат']
зад_ADVB,"['у', 'ом']"
фосген_ADJF,"['ов', 'н']"
лад_ADJF,"['н', 'ов']"
стебел_INFN,['ть']
кардинал_NOUN,[]
такс_NOUN,"['аци', 'щик', 'ист', 'к', 'он', 'атор']"
казах_ADJF,['ск']
шпалер_NOUN,[]
реликв_NOUN,['арий']
раек_NOUN,[]
замысловат_ADJF,[]
фар_NOUN,['ник']
узурп_INFN,['ть']
копч_NOUN,"['ени', 'ень', 'ост', 'ушк']"
успе_ADJF,"['ющ', 'н']"
весн_ADVB,[]
зыбк_NOUN,[]
инженер_ADJF,"['н', 'ск']"
рой_NOUN,['к']
лодыг_NOUN,[]
проец_INFN,"['ть', 'ов']"
кед_NOUN,[]
кокс_ADJF,"['н', 'ов']"
ау_NOUN,['нь']
проклам_PRTF,['нн']
диур_ADJF,['ическ']
елей_NOUN,['ость']
рах_NOUN,"['ик', 'к', 'ит', 'изм']"
культур_INFN,['ть']
буравл_PRTF,['енн']
миттель_NOUN,[]
финаль_NOUN,[]
дефек_NOUN,"['аци', 'атор', 'т', 'ост']"
мелоди_NOUN,[]
сорбит_NOUN,['аци']
фарт_NOUN,[]
пресловут_ADJF,[]
заглав_INFN,['ть']
космополит_NOUN,"['к', 'изм']"
сланц_ADJF,"['ев', 'еват']"
щебет_NOUN,"['ни', 'унь']"
масл_PRTF,"['енн', 'ивш']"
шепет_NOUN,['ни']
палат_ADJF,['н']
ухаб_ADJF,['ист']
лодыж_NOUN,['к']
тонн_ADJF,['н']
дюн_NOUN,[]
дат_ADJF,"['ск', 'н']"
клещ_NOUN,"['евин', 'ник']"
почк_NOUN,"['ни', 'я']"
люпус_NOUN,[]
кубк_ADJF,['ов']
свобод_ADJF,"['тельн', 'н']"
футер_NOUN,"['к', 'ни']"
аркан_NOUN,[]
учтив_NOUN,['ость']
реак_NOUN,"['ер', 'ци']"
мин_ADJF,"['вш', 'н', 'ем', 'уч']"
цед_ADJF,['н']
капитул_INFN,['ть']
селекци_ADJF,['онн']
мамалыг_NOUN,[]
шест_ADVB,"['ер', 'ом']"
вальв_NOUN,['аци']
кирк_NOUN,['к']
тулумбас_NOUN,[]
легк_ADJF,['ов']
жуч_PRTF,['енн']
синель_NOUN,[]
бужд_NOUN,"['ени', 'ость', 'и', 'ост']"
синдикал_NOUN,"['изм', 'ист']"
диск_ADJF,"['ов', 'н']"
пассе_NOUN,"['изм', 'ист']"
экспозици_ADJF,['онн']
трамплин_ADJF,['н']
инквиз_NOUN,"['ици', 'ств', 'итор']"
постоян_NOUN,['ств']
рейсмус_NOUN,[]
измен_NOUN,"['ник', 'еств', 'ниц']"
зараз_INFN,['ть']
гранит_VERB,[]
близн_NOUN,['ец']
тарантас_NOUN,[]
сбы_ADJF,['ов']
моцион_NOUN,[]
край_ADJF,['н']
су_PRTF,['т']
средн_ADJF,['еньк']
персик_NOUN,[]
папоротник_NOUN,[]
благодар_PRTF,"['енн', 'ивш', 'ящ']"
клапан_ADJF,['н']
наста_INFN,['ть']
брож_ADJF,['енн']
сумм_INFN,['ть']
симптом_ADJF,"['н', 'ическ', 'ичн']"
двиг_ADJF,"['ий', 'тельн', 'ющ', 'н', 'ов']"
бот_ADJF,"['ов', 'н']"
сло_PRTF,['енн']
повстан_NOUN,"['еств', 'ец']"
хлюп_ADJF,['к']
снабж_PRTF,['енн']
войлок_NOUN,[]
хохол_NOUN,['ок']
вуал_ADJF,['нн']
дыш_ADJF,['ащ']
маньер_NOUN,"['ист', 'изм']"
кальц_NOUN,"['ин', 'ит', 'ий', 'аци', 'ни']"
радикальн_INFN,['ть']
церкв_NOUN,['ушк']
громозд_INFN,['ть']
утроб_ADJF,"['н', 'ист']"
костыл_INFN,['ть']
чечен_NOUN,"['к', 'ец']"
пеньк_ADJF,['ов']
атлас_NOUN,[]
юрод_ADJF,"['ск', 'ив']"
соболезн_NOUN,['ни']
интерпрет_INFN,['ть']
кувшин_NOUN,['чик']
выпук_ADJF,['л']
реверанс_NOUN,[]
булат_NOUN,[]
картав_INFN,['ть']
фосфор_ADJF,"['н', 'ов', 'ист', 'ическ']"
серфинг_NOUN,['ист']
торц_ADJF,"['ов', 'ев', 'н']"
стир_INFN,['ть']
крыл_PRTF,['енн']
торб_NOUN,[]
мех_ADJF,['ов']
парандж_NOUN,[]
цок_NOUN,"['ух', 'от']"
вред_INFN,['ть']
рот_NOUN,"['ок', 'к', 'ец', 'аци', 'ищ', 'ишк']"
мы_NOUN,"['ни', 'к', 'в', 'н']"
клюк_INFN,['ть']
артери_NOUN,"['ит', 'ол']"
верть_NOUN,[]
синкраз_ADJF,['ическ']
сест_NOUN,[]
кет_ADJF,['ов']
кабал_NOUN,['ик']
редуплик_NOUN,['аци']
крыжов_ADJF,['енн']
игл_NOUN,"['янк', 'иц']"
бир_INFN,['ть']
лип_ADJF,"['чив', 'к', 'ов', 'уч']"
аллопат_NOUN,['и']
векш_NOUN,[]
ремит_NOUN,['ент']
нерест_ADJF,['ов']
голубц_NOUN,[]
алудур_NOUN,[]
втемяш_PRTF,['енн']
грамот_ADJF,['н']
симпат_ADJF,['ичн']
стрик_NOUN,['ци']
бабб_ADJF,"['ов', 'н']"
монголь_ADJF,['ск']
сия_PRTF,['ющ']
нансук_ADJF,['ов']
волос_INFN,['ть']
забор_NOUN,"['ишк', 'ищ', 'чик', 'ник']"
имажин_ADJF,['ск']
гущ_NOUN,"['ени', 'ость', 'ин', 'к']"
акцепт_NOUN,"['атор', 'аци', 'ант', 'ор', 'ни']"
полон_NOUN,"['ез', 'изм', 'ий', 'аци']"
бабуш_NOUN,[]
ирланд_NOUN,"['к', 'ец']"
глод_INFN,['ть']
помест_ADJF,['н']
хмы_INFN,['ть']
ангин_ADJF,"['озн', 'н']"
шихт_ADJF,"['ов', 'н']"
подхалим_NOUN,"['ств', 'аж', 'к']"
седел_ADJF,"['ов', 'н']"
озер_ADJF,['н']
механ_NOUN,"['изм', 'ик', 'атор', 'ист', 'аци', 'ост']"
прецедент_ADJF,['н']
стал_ADJF,['ист']
касс_NOUN,"['атор', 'ш', 'аци', 'ир']"
байдар_ADJF,['н']
шампан_INFN,['ть']
кастет_NOUN,[]
пул_NOUN,[]
строг_ADJF,['н']
силь_INFN,['ть']
золь_NOUN,"['ость', 'ник']"
дром_ADJF,['н']
авуар_NOUN,[]
вол_NOUN,"['ец', 'н', 'и', 'ин', 'к', 'юшк', 'ик', 'юци']"
затылоч_ADJF,['н']
есь_NOUN,[]
тенет_NOUN,['ник']
ньюфаундленд_NOUN,[]
зубр_PRTF,['енн']
базилик_NOUN,[]
чмок_PRTF,['т']
маркит_NOUN,"['к', 'ант']"
криминал_NOUN,"['ик', 'к']"
шаф_NOUN,['ер']
воскрес_INFN,"['ть', 'н']"
соф_INFN,['ть']
секундант_INFN,['ть']
корсар_ADJF,['ск']
универсальн_NOUN,['ость']
опаш_ADJF,['енн']
умык_NOUN,['ни']
скорлуп_ADJF,['ат']
выхухол_ADJF,"['ев', 'ий']"
декор_NOUN,"['аци', 'атор', 'ост', 'ани', 'ум']"
стерег_PRTF,['ш']
рун_ADJF,"['н', 'ическ']"
дель_INFN,['ть']
экзот_NOUN,['ик']
долбл_PRTF,['енн']
хламл_INFN,['ть']
нош_ADJF,"['ен', 'енн']"
негодова_INFN,['ть']
истор_ADJF,"['ическ', 'ичн', 'еск']"
скрежет_INFN,['ть']
проказ_ADJF,['лив']
антресол_NOUN,[]
восьм_NOUN,"['ух', 'к', 'ик']"
чиж_ADJF,"['ин', 'ов']"
фаск_NOUN,[]
адверби_ADJF,['альн']
избавл_NOUN,['ени']
россий_ADJF,['ск']
мещан_ADVB,['ск']
трюм_NOUN,[]
маразм_ADJF,['ическ']
лес_NOUN,"['щик', 'ок', 'ик', 'нич', 'к', 'енк', 'ишк', 'ник', 'ищ', 'ин', 'еств', 'ени', 'ек', 'ост']"
лад_INFN,['ть']
гамадрил_NOUN,[]
клизм_NOUN,['очк']
шквал_ADJF,['ист']
матери_INFN,['ть']
скарлатин_ADJF,"['озн', 'н']"
оберт_NOUN,"['ни', 'ниц', 'чиц']"
прут_ADJF,"['ян', 'ов']"
дресв_NOUN,['ик']
граду_PRTF,['нн']
реприз_NOUN,[]
лавирова_INFN,['ть']
свадь_NOUN,['б']
троглодит_NOUN,[]
олов_ADJF,"['янн', 'ист']"
сигнал_INFN,"['ть', 'ов']"
амбици_NOUN,[]
утиль_NOUN,[]
мал_ADJS,"['оват', 'ехонек']"
преисполн_ADJF,['енн']
мараль_NOUN,['ник']
стол_NOUN,"['ов', 'ишк', 'ик', 'ник', 'нь', 'ь', 'иц']"
еж_INFN,['ть']
сусл_INFN,['ть']
спондил_NOUN,"['ит', 'ез']"
ватер_NOUN,[]
омут_NOUN,"['ек', 'ищ', 'ок']"
шпор_NOUN,"['ец', 'ц', 'ник']"
волок_VERB,[]
нафтол_ADJF,['ов']
дюйм_NOUN,['к']
карцин_NOUN,['ом']
бобер_NOUN,[]
гастроном_ADJF,['ическ']
орех_NOUN,['к']
прош_ADJF,"['ен', 'енн']"
док_NOUN,['ер']
тату_INFN,['ть']
лог_ADJS,[]
торч_NOUN,['ок']
брюкв_ADJF,['енн']
махер_NOUN,"['ств', 'ск']"
колоброд_INFN,['ть']
гури_NOUN,['ец']
ситалл_ADJF,['ов']
мушмул_NOUN,[]
пупырь_NOUN,[]
преподава_ADJF,['ск']
больш_ADJF,"['ущ', 'ск', 'еньк']"
торч_INFN,['ть']
юбоч_NOUN,"['ниц', 'ник', 'к']"
тар_ADJF,['н']
юст_NOUN,"['к', 'ни']"
подряд_INFN,['ть']
сам_ADJF,[]
бункер_NOUN,['к']
холер_NOUN,"['ик', 'ин']"
звезд_NOUN,"['и', 'очк', 'к']"
канифоль_NOUN,[]
тюлюлю_INFN,['ть']
кувырк_ADVB,['ом']
штык_ADJF,['ов']
трамбов_ADJF,['н']
сообразова_PRTF,['нн']
монт_NOUN,"['аж', 'ер', 'к', 'ни', 'ниц']"
сен_ADJF,['н']
кинез_NOUN,['и']
турец_ADVB,['к']
угрюм_INFN,['ть']
корол_NOUN,"['ев', 'ек', 'н', 'ич', 'ств']"
гомон_INFN,['ть']
лилей_ADJF,['н']
