root,prefixes
выжл_NOUN,[]
мум_INFN,[]
глобул_NOUN,[]
серж_PRTF,['рас']
хулиган_NOUN,[]
дей_INFN,"['без', 'взаимо', 'воз', 'за', 'по', 'со']"
синод_NOUN,[]
заказ_NOUN,['гос']
кошел_INFN,['рас']
человечь_ADVB,['по']
резон_NOUN,[]
баб_NOUN,['пра']
смоков_NOUN,[]
объем_NOUN,[]
пыт_ADJF,"['ис', 'о']"
хищ_PRTF,"['рас', 'по', 'вос']"
пе_ADJF,[]
гол_INFN,"['о', 'за']"
шов_NOUN,[]
непаль_ADJF,[]
пил_VERB,"['над', 'с']"
дра_INFN,"['на', 'за', 'вы', 'от']"
аллилуй_INTJ,[]
субъект_INFN,[]
спор_ADJF,"['не', 'о', 'бес']"
собор_INFN,[]
домр_NOUN,[]
пах_NOUN,"['вы', 'вс', 'пере', 'за', 'про']"
предвод_INFN,[]
стерил_NOUN,[]
нерест_NOUN,[]
утр_ADVB,"['по', 'на', 'за']"
ребр_NOUN,[]
азот_ADJF,[]
гидравл_ADJF,['вз']
терап_ADJF,[]
чили_NOUN,[]
литораль_ADJF,[]
летарг_ADJF,[]
индонези_NOUN,[]
аренд_NOUN,"['со', 'суб']"
блек_PRTF,['по']
бакалавр_NOUN,[]
казат_NOUN,[]
мир_PRTF,"['у', 'за', 'при', 'по', 'пере', 'с']"
досто_INFN,['у']
ортопед_ADJF,[]
лиш_ADJS,['из']
арил_NOUN,[]
падеграс_NOUN,[]
долб_NOUN,"['в', 'на']"
товарь_NOUN,['бес']
се_GRND,"['под', 'при', 'про', 'за', 'пере', 'от']"
плат_ADJF,"['не', 'о', 'до', 'бес', 'рас', 'вы']"
облеч_NOUN,[]
оброч_ADJF,['без']
смирн_INFN,['о']
отряд_ADJF,[]
пасх_ADJF,[]
краш_ADJF,"['о', 'не', 'при', 'у']"
экзарх_NOUN,[]
концепт_NOUN,[]
картвель_ADJF,[]
ревербер_NOUN,[]
сакман_NOUN,[]
флаж_INFN,['за']
след_INFN,"['рас', 'вос', 'по', 'до', 'пере', 'ис', 'об', 'вы', 'за', 'на', 'от', 'пре', 'про', 'у']"
ыдей_NOUN,['без']
африк_NOUN,[]
черн_ADJF,"['по', 'ис']"
тисн_ADJF,[]
вихр_PRTF,['вз']
голуб_NOUN,[]
гум_INFN,['экс']
жн_ADJF,['по']
брус_ADJF,[]
крохаль_NOUN,[]
бер_PRTF,[]
жемчуж_ADJF,[]
палач_ADJF,[]
дремл_ADJF,['не']
трифоль_NOUN,[]
министер_NOUN,[]
тревож_INFN,"['рас', 'пере', 'вс', 'за', 'по']"
гач_INFN,"['за', 'вы', 'на']"
кавказ_ADJF,['за']
жертв_INFN,['по']
сестр_NOUN,['по']
день_NOUN,[]
оним_NOUN,['ан']
буз_ADJF,[]
диакон_ADJF,['архи']
делег_NOUN,[]
радикулит_NOUN,[]
эбонит_ADJF,[]
бег_INFN,"['за', 'о', 'у', 'по', 'вы', 'от', 'про', 'в', 'вз', 'до', 'из', 'на', 'об', 'пере', 'под', 'при', 'раз', 'с']"
портк_NOUN,[]
игр_ADJF,"['про', 'не', 'вы', 'бес', 'меж', 'за', 'на']"
ныр_INFN,"['под', 'из', 'до', 'вы', 'про', 'по']"
раж_NOUN,"['по', 'о', 'воз', 'вы', 'за', 'от', 'с']"
карман_NOUN,['при']
кузов_NOUN,[]
отеч_ADVB,['по']
мингрел_NOUN,[]
хлип_INFN,"['за', 'вс']"
камуфл_ADJF,[]
башк_NOUN,[]
сирот_ADVB,['по']
дых_NOUN,"['вз', 'воз', 'из', 'за', 'вы', 'в', 'роз', 'при', 'от', 'пере']"
революци_ADVB,['по']
ступл_PRTF,"['пере', 'об']"
рокад_NOUN,[]
груз_PRTF,"['о', 'за', 'по', 'вы', 'до', 'на', 'не', 'пере']"
дв_ADJF,[]
плаги_NOUN,[]
изображ_INFN,[]
тест_NOUN,[]
иврит_NOUN,[]
дорож_INFN,"['у', 'вз', 'по']"
триер_NOUN,[]
далбл_INFN,"['за', 'вы', 'на', 'раз', 'из', 'в', 'про']"
кислород_ADJF,['бес']
стаз_NOUN,[]
периль_ADJF,[]
посуд_ADJF,[]
счаст_ADJF,"['бес', 'не']"
потолоч_ADJF,[]
маг_ADJF,[]
слиз_NOUN,[]
утюж_NOUN,[]
штыб_NOUN,['рас']
серебр_ADJF,['по']
церков_NOUN,[]
проявл_INFN,[]
ботул_NOUN,[]
гавот_NOUN,[]
стран_INFN,"['об', 'про', 'от', 'у']"
абон_ADJF,[]
порожн_PRTF,"['вы', 'о']"
спарж_NOUN,[]
адрес_NOUN,['пере']
бол_ADJF,"['без', 'на']"
барбарис_ADJF,[]
застав_NOUN,['по']
потрош_INFN,"['рас', 'вы', 'пере']"
спраш_INFN,['вы']
фрахт_INFN,['за']
а_INFN,[]
ориент_INFN,"['пере', 'дез', 'с']"
зал_NOUN,[]
нюх_PRTF,"['об', 'на', 'по', 'раз']"
шельм_NOUN,[]
стать_NOUN,[]
работ_PRTF,"['от', 'не', 'до', 'об', 'на', 'вы', 'под', 'про', 'при', 'за', 'пере', 'раз', 'с']"
уведом_NOUN,[]
оском_ADJF,[]
врем_NOUN,"['без', 'о', 'со', 'по', 'меж']"
переж_NOUN,['о']
кот_ADJF,[]
модуль_NOUN,['микро']
ги_NOUN,[]
эмигр_ADJF,[]
желатин_NOUN,[]
пугов_ADJF,[]
трус_ADVB,['в']
коль_ADJF,"['рас', 'при']"
чей_NOUN,[]
балт_INFN,"['пере', 'про', 'вз', 'с', 'о', 'до', 'под', 'на', 'вы', 'за', 'по', 'раз']"
период_ADJF,"['а', 'квази']"
терренкур_NOUN,[]
розов_ADJF,[]
медиц_ADJF,[]
портач_INFN,['на']
норк_ADJF,[]
лютик_ADJF,[]
кров_NOUN,"['у', 'су', 'от', 'по', 'со']"
щич_NOUN,[]
домог_INFN,[]
состав_NOUN,[]
выш_ADJF,"['по', 'воз']"
тошн_INFN,"['за', 'с']"
пит_PRTF,"['в', 'про', 'на', 'вос', 'вы', 'за', 'ис', 'рас', 'с']"
альвеол_NOUN,[]
игл_ADJF,[]
мордв_NOUN,[]
щегол_NOUN,[]
лесь_NOUN,"['под', 'по', 'пере', 'без', 'за']"
синус_ADJF,[]
успе_VERB,[]
покор_INFN,[]
гелертер_ADJF,[]
скляноч_NOUN,[]
элег_ADJF,[]
камуфл_NOUN,[]
эллипт_ADJF,"['про', 'гипер']"
кор_ADJF,"['под', 'о', 'у', 'без']"
сова_PRTF,"['под', 'по', 'за', 'в', 'рас', 'на']"
клаузул_NOUN,[]
гряд_ADJF,[]
тор_ADJF,"['за', 'не']"
крахмал_ADJF,[]
сообраз_ADJF,['не']
хомут_NOUN,['под']
ощущ_PRTF,['пред']
веч_NOUN,[]
свер_NOUN,[]
тампон_INFN,[]
месси_ADJF,[]
инерци_NOUN,[]
чирк_PRTF,"['от', 'пере', 'ис', 'на']"
труж_NOUN,"['на', 'пере']"
визор_NOUN,['супер']
дискут_INFN,[]
анатом_NOUN,[]
конвейер_PRTF,[]
групп_INFN,"['с', 'пере', 'раз']"
скальп_PRTF,['о']
зноб_NOUN,['о']
зна_ADJF,"['не', 'у', 'при', 'по', 'о', 'пре', 'на']"
досуж_INFN,['у']
эклект_NOUN,[]
атаман_NOUN,[]
конгруэнт_NOUN,[]
оборот_INFN,[]
изда_NOUN,"['со', 'пере']"
сло_NOUN,"['рас', 'от', 'на']"
аден_NOUN,[]
депозит_NOUN,[]
франк_NOUN,[]
щеточ_ADJF,[]
сатур_ADJF,[]
синкрет_ADJF,[]
довольн_ADJF,[]
траг_ADJF,[]
симплекс_NOUN,[]
станиц_NOUN,[]
поздрав_NOUN,[]
сморк_NOUN,[]
рубл_NOUN,[]
перед_NOUN,[]
бурж_ADJF,[]
мигрень_NOUN,[]
политен_NOUN,[]
декор_ADJF,[]
черемуш_ADJF,[]
трах_NOUN,[]
рус_NOUN,[]
ермолк_NOUN,[]
изюбр_NOUN,[]
пищ_INFN,"['за', 'про']"
аятолл_NOUN,[]
малин_NOUN,[]
лагерь_NOUN,[]
ненасть_NOUN,[]
блуд_INFN,"['при', 'на', 'про', 'за']"
ляп_PRTF,"['с', 'за', 'раз', 'об', 'на']"
крок_NOUN,[]
бюст_NOUN,[]
вез_INFN,"['по', 'на', 'вы', 'вз', 'в', 'до', 'за', 'не', 'об', 'от', 'пере', 'под', 'при', 'про', 'раз', 'с', 'у']"
трапез_INFN,['со']
копн_NOUN,[]
обяз_INFN,[]
окольнич_NOUN,[]
патри_NOUN,"['ре', 'экс']"
предвар_PRTF,[]
ча_NOUN,"['на', 'за']"
балов_NOUN,[]
гнев_INFN,"['раз', 'по']"
батрач_INFN,[]
кайм_INFN,['о']
силлаб_ADJF,[]
рез_INFN,"['из', 'с', 'на', 'раз', 'в', 'пере', 'у', 'об', 'вз', 'при', 'над', 'про', 'до', 'от', 'вы', 'под', 'по', 'за']"
дох_INFN,"['по', 'вы', 'вз', 'в', 'с', 'из', 'за', 'от', 'пере', 'про']"
тайп_NOUN,[]
польз_PRTF,"['ис', 'вос']"
лямк_NOUN,[]
пароди_NOUN,[]
брелоч_NOUN,[]
след_CONJ,[]
кров_PRTF,"['о', 'ис', 'за', 'рас']"
лошак_NOUN,[]
отвращ_INFN,['пред']
охот_NOUN,[]
обня_PRTF,[]
сироп_NOUN,[]
трамбов_NOUN,['у']
мар_ADJF,['не']
прозелит_NOUN,[]
зуб_NOUN,"['у', 'без']"
жираф_NOUN,[]
филигран_NOUN,[]
брож_NOUN,[]
отав_NOUN,[]
венч_ADJF,[]
облич_NOUN,['из']
гам_ADJF,"['экзо', 'а']"
сует_NOUN,[]
жерминаль_NOUN,[]
претенд_INFN,[]
бряк_NOUN,['по']
полирова_INFN,['от']
антиквар_NOUN,[]
эллипс_ADJF,[]
ним_ADJF,"['в', 'за']"
стожь_NOUN,['под']
когт_ADJF,[]
дерев_ADJF,"['о', 'за']"
украин_NOUN,[]
директ_NOUN,[]
твар_NOUN,[]
клавесин_ADJF,[]
буксир_ADJF,[]
лизин_NOUN,[]
исполин_ADJF,[]
сух_ADJF,['у']
сокровищ_NOUN,[]
мулл_NOUN,[]
гигант_NOUN,['сверх']
кошар_NOUN,[]
чесноч_ADJF,[]
лещ_NOUN,['под']
мель_NOUN,['от']
косул_NOUN,[]
бри_INFN,"['вы', 'до', 'о', 'от', 'пере', 'под', 'про', 'с']"
икор_ADJF,[]
редис_NOUN,[]
мятеж_ADJF,['без']
де_PRTF,"['со', 'о', 'в', 'вз', 'под']"
зной_NOUN,[]
рекоменд_INFN,"['от', 'по']"
экзистенци_NOUN,[]
мещан_NOUN,['о']
груд_INFN,['с']
черв_NOUN,[]
др_PRTF,"['ото', 'за', 'про', 'со', 'на', 'разо', 'пере', 'по', 'вы', 'обо']"
амбар_NOUN,[]
коллодий_NOUN,[]
удар_ADJF,"['без', 'не', 'пред', 'после', 'под']"
фекали_NOUN,[]
стиль_ADJF,['на']
сыпл_NOUN,['у']
фригидн_NOUN,[]
терм_NOUN,"['гипер', 'диа', 'изо']"
мастер_NOUN,"['под', 'по']"
мот_ADJS,[]
риг_NOUN,[]
одеколон_INFN,['на']
ну_PRCL,[]
слыш_ADJF,"['на', 'не']"
азат_NOUN,[]
юнкер_ADJF,[]
мотив_NOUN,['не']
белорус_ADJF,[]
атлет_ADJF,[]
щеп_ADJF,"['при', 'от']"
монголь_ADVB,['по']
дилетант_NOUN,['по']
мастит_ADJF,[]
саж_NOUN,"['от', 'в', 'о', 'об', 'вы', 'рас', 'за', 'пере', 'на', 'про', 'у']"
симфон_NOUN,[]
сид_INFN,"['за', 'от', 'до', 'рас', 'под', 'вы', 'об', 'пере', 'у', 'про', 'на', 'по']"
темп_ADJF,[]
тюфяк_NOUN,[]
жиж_NOUN,"['о', 'с']"
баланс_ADJF,"['не', 'с']"
литер_INFN,['транс']
пруденци_NOUN,[]
реп_VERB,[]
ручь_ADJF,[]
рутин_NOUN,[]
хвост_ADJF,"['бес', 'у']"
рентген_NOUN,[]
шелк_ADJF,['у']
кафель_NOUN,[]
сабот_NOUN,[]
тщеслав_ADJF,[]
мягч_ADJF,['с']
свящ_NOUN,"['пре', 'о']"
зача_ADJF,[]
люд_INFN,"['по', 'о', 'без']"
ламбрекен_NOUN,[]
апперкот_NOUN,[]
алкоголь_ADJF,"['без', 'анти']"
карбон_NOUN,[]
рюмоч_ADJF,[]
спринц_NOUN,[]
пациент_NOUN,[]
маис_NOUN,[]
стран_ADVB,['по']
жакет_NOUN,[]
ганглий_NOUN,[]
рик_NOUN,[]
порядоч_INFN,['у']
капкан_NOUN,[]
глобин_ADJF,[]
яств_NOUN,[]
гипноз_NOUN,[]
паскуж_PRTF,['о']
штук_NOUN,[]
призир_INFN,[]
ка_PRTF,"['за', 'рас', 'по']"
предприним_NOUN,[]
авантюр_NOUN,[]
хож_PRTF,"['на', 'ис', 'об', 'вы', 'у']"
торапл_INFN,['по']
ков_NOUN,"['от', 'вы', 'у', 'на', 'про', 'в', 'о', 'с', 'пере', 'по', 'за', 'рас']"
сорок_NOUN,[]
перун_NOUN,[]
суд_INFN,"['про', 'о', 'бес', 'по', 'при', 'вы', 'за', 'об', 'от', 'рас', 'с']"
бронх_NOUN,[]
исступлени_NOUN,[]
прода_ADJF,['за']
шелуш_NOUN,[]
фронд_ADJF,[]
приправ_NOUN,[]
стран_ADJF,"['у', 'не', 'про']"
кумач_ADJF,[]
декабрь_NOUN,[]
след_NOUN,"['до', 'рас', 'по', 'пере', 'не', 'об', 'ис', 'на', 'под', 'пре', 'у']"
мусор_INFN,"['за', 'на']"
вольфрам_NOUN,[]
пломб_PRTF,"['за', 'о']"
пристращ_INFN,[]
обод_NOUN,[]
фаун_NOUN,[]
струн_INFN,['со']
проститу_INFN,[]
тем_PRED,[]
сцен_NOUN,[]
уда_NOUN,['не']
склер_ADJF,"['анти', 'ото']"
поруч_INFN,"['пре', 'пере']"
жоржет_NOUN,[]
кений_NOUN,[]
фонд_PRTF,['не']
музык_ADJF,[]
опаль_ADJF,[]
сквайр_NOUN,[]
час_ADVB,['по']
дощ_NOUN,[]
баобаб_NOUN,[]
одор_INFN,['дез']
усь_PRTF,['на']
скабрезн_ADJF,[]
рент_ADJF,[]
лещин_ADJF,[]
столп_NOUN,[]
паш_PRTF,[]
экип_ADJF,[]
груб_ADJF,"['о', 'за', 'пре', 'по']"
хозяй_ADJF,"['бес', 'в', 'не', 'меж']"
скряг_NOUN,[]
аннекси_ADJF,[]
мани_NOUN,[]
писк_ADJF,[]
дрен_NOUN,[]
почт_NOUN,[]
отчет_NOUN,['под']
вш_INFN,"['за', 'обо']"
стрек_NOUN,[]
кроват_ADJF,['при']
батман_NOUN,[]
надеж_ADJF,"['не', 'без']"
кар_INFN,"['за', 'по', 'на', 'про']"
шпаг_NOUN,[]
мораторий_NOUN,[]
огорош_INFN,[]
компост_ADJF,[]
литот_NOUN,[]
гн_NOUN,"['на', 'из', 'пере']"
синь_NOUN,"['про', 'под']"
справ_NOUN,[]
солод_NOUN,[]
элюви_ADJF,[]
слабл_NOUN,"['рас', 'о', 'по']"
мажор_NOUN,[]
желч_ADJF,[]
слав_NOUN,['бес']
станич_NOUN,[]
шеллак_NOUN,[]
валидол_NOUN,[]
депон_INFN,[]
превращ_NOUN,[]
аршин_NOUN,[]
мормон_ADJF,[]
секци_NOUN,['под']
нукл_NOUN,[]
свор_INFN,[]
нумизмат_ADJF,[]
заб_ADJF,[]
вымог_NOUN,[]
вихр_NOUN,['за']
докуч_INFN,[]
поддан_NOUN,[]
цикад_NOUN,[]
произнос_ADJF,['не']
особл_NOUN,['об']
спаст_ADJF,['анти']
спроваж_PRTF,[]
сочельник_NOUN,[]
аккредит_NOUN,[]
эконом_INFN,"['с', 'на']"
талий_NOUN,[]
дежур_ADJF,[]
приказ_ADJF,[]
стыж_INFN,"['у', 'при']"
кофт_NOUN,[]
этюд_NOUN,[]
мочал_PRTF,"['из', 'раз']"
доль_COMP,['по']
свиде_NOUN,"['пере', 'о']"
основ_ADJF,"['не', 'без', 'об']"
троф_NOUN,"['гипер', 'дис']"
жа_NOUN,"['при', 'на', 'в', 'по', 'за', 'с', 'об']"
шов_ADJF,['бес']
уйгур_ADJF,[]
лиман_NOUN,[]
лож_PRTF,"['у', 'раз', 'пере', 'про', 'об', 'вы', 'воз', 'по', 'за', 'в', 'при', 'под', 'рас', 'на', 'от', 'пред', 'с', 'ус']"
вожд_NOUN,"['пре', 'про', 'со']"
дрях_ADJF,['о']
обрет_PRTF,"['при', 'из']"
лом_PRTF,"['про', 'на', 'об', 'раз', 'над', 'от', 'у', 'по', 'вз', 'вы', 'до', 'за', 'пере', 'с']"
лог_INFN,['де']
крендел_NOUN,[]
позвоноч_ADJF,"['меж', 'бес']"
плашкоут_ADJF,[]
трат_NOUN,"['рас', 'у', 'за']"
лабор_NOUN,[]
обух_NOUN,[]
наместнич_ADJF,[]
сплетн_INFN,"['на', 'до', 'по']"
гедон_ADJF,[]
зонд_PRTF,['по']
завещ_NOUN,[]
клепл_ADJF,[]
рол_ADJF,[]
руст_INFN,[]
хурм_NOUN,[]
кляч_NOUN,[]
зва_NOUN,[]
экскремент_NOUN,[]
эммер_NOUN,[]
глянц_PRTF,['на']
приют_INFN,[]
доктор_NOUN,[]
лохм_NOUN,[]
штаб_NOUN,[]
публиц_ADJF,[]
плющ_INFN,"['при', 'с', 'рас']"
очеч_ADJF,[]
глощ_PRTF,['по']
пожив_NOUN,[]
узк_NOUN,[]
кротк_ADJF,[]
чурбан_NOUN,[]
газет_ADJF,[]
деникин_NOUN,[]
шевел_PRTF,"['рас', 'по']"
княж_NOUN,[]
трав_INFN,"['под', 'за', 'при', 'пере', 'в', 'вы', 'на', 'о', 'по', 'про', 'рас', 'с']"
куропаточ_NOUN,[]
цар_ADVB,['по']
нерв_ADJF,[]
аметист_ADJF,[]
дом_ADJF,"['у', 'без', 'на', 'при']"
сул_INFN,"['по', 'на']"
навож_INFN,['у']
аллегор_ADJF,[]
пиджак_NOUN,[]
арктич_ADJF,"['ант', 'транс', 'суб']"
обыкн_ADJF,['не']
чиви_INFN,[]
карбон_INFN,[]
прекослов_ADJF,['бес']
шкал_PRTF,['за']
чепрач_ADJF,[]
чебуч_INFN,['от']
дебиль_NOUN,[]
мастерь_NOUN,['под']
лащ_PRTF,['у']
экспед_NOUN,[]
шпур_NOUN,[]
нидерланд_NOUN,[]
шрам_NOUN,[]
штанг_NOUN,[]
экспон_NOUN,[]
волж_ADJF,"['при', 'за', 'по']"
заноз_ADJF,[]
наждач_ADJF,[]
шлиц_ADJF,[]
левантин_NOUN,[]
вероят_CONJ,[]
таволж_NOUN,[]
ячь_ADVB,['по']
недел_NOUN,[]
догм_NOUN,[]
пыл_COMP,[]
италь_ADJF,[]
дроб_INFN,"['раз', 'на', 'по']"
затей_INFN,[]
восприня_INFN,[]
марципан_ADJF,[]
апеллятив_NOUN,[]
ансамбл_ADJF,[]
улич_NOUN,[]
ункул_NOUN,[]
пагод_NOUN,[]
поляр_NOUN,['де']
удовольств_NOUN,['не']
кра_ADJF,"['меж', 'о']"
глаш_PRTF,"['воз', 'раз', 'при', 'со']"
купон_ADJF,[]
бант_ADJF,[]
туберкул_NOUN,[]
эт_ADJF,[]
контраст_NOUN,[]
молочай_NOUN,[]
лопарь_NOUN,[]
чекан_ADJF,[]
венч_NOUN,['у']
менестрель_NOUN,[]
мотоцикл_NOUN,[]
италь_NOUN,['по']
клавиш_ADJF,['с']
прощ_VERB,[]
штил_ADJF,[]
нужд_ADJF,"['вы', 'не', 'при']"
спе_NOUN,['вы']
редакт_INFN,"['про', 'от']"
брезент_NOUN,[]
фланг_NOUN,[]
пят_INFN,"['от', 'про', 'вы', 'по', 'у', 'в']"
уст_ADJF,[]
мороч_PRTF,['об']
пушкин_NOUN,[]
лишн_ADJS,['не']
срамл_INFN,['по']
плант_NOUN,"['экс', 'ре', 'транс']"
трост_NOUN,[]
мог_INFN,"['пре', 'воз', 'пере', 'по', 'из', 'не']"
мульч_NOUN,[]
фигур_NOUN,[]
нарочит_NOUN,[]
узбек_ADJF,[]
рябин_ADJF,[]
шиб_NOUN,"['с', 'о', 'вы']"
корреспонд_NOUN,[]
стремл_INFN,['у']
тугрик_NOUN,[]
дыр_PRTF,"['из', 'про']"
олицетвор_NOUN,[]
эвкалипт_NOUN,[]
тороп_INFN,"['за', 'по']"
эрз_NOUN,[]
ком_PRTF,"['с', 'пере']"
прореш_NOUN,[]
корреальн_ADJF,[]
фибр_ADJF,[]
избыток_NOUN,"['пре', 'пере']"
калор_NOUN,[]
аист_NOUN,[]
лучезарн_ADJF,[]
строг_NOUN,[]
хунт_NOUN,[]
благодар_INFN,"['от', 'воз', 'по']"
глобальн_ADJF,[]
сом_ADJF,[]
мяг_ADJF,[]
гвине_NOUN,[]
бирюк_NOUN,[]
помя_PRTF,"['вс', 'у']"
футляр_NOUN,[]
шпил_ADJF,[]
пассе_ADJF,[]
лен_PRTF,[]
макрель_NOUN,[]
лав_ADJF,[]
копл_PRTF,"['при', 'на', 'с', 'под']"
сумасброд_NOUN,[]
букв_ADJF,[]
мезон_NOUN,[]
осп_ADJF,[]
гаш_INFN,"['по', 'у', 'при', 'за']"
мант_NOUN,[]
зуж_INFN,['под']
пампуш_NOUN,[]
мык_NOUN,"['за', 'с', 'при']"
скенн_NOUN,[]
располож_NOUN,[]
динам_NOUN,"['изо', 'а']"
адамант_NOUN,[]
себ_NOUN,['от']
кол_ADJF,"['без', 'о', 'с']"
путем_PREP,[]
франт_NOUN,[]
груш_NOUN,[]
реле_ADJF,[]
франц_ADJF,[]
влас_ADJF,[]
анкер_ADJF,[]
ри_INFN,"['из', 'от']"
мадьяр_NOUN,[]
увол_PRTF,[]
рыдван_NOUN,[]
остров_NOUN,['у']
ход_ADVB,['про']
сын_ADJF,['па']
вяж_ADJF,[]
уста_ADJF,"['без', 'не']"
балтий_ADJF,[]
учет_NOUN,"['не', 'до', 'пере']"
свиде_INFN,"['пере', 'о', 'за']"
шал_PRTF,[]
жребий_NOUN,[]
командир_INFN,"['от', 'рас']"
крепостн_ADJF,['анти']
горст_NOUN,[]
прагмат_NOUN,[]
пилот_INFN,[]
кокс_NOUN,['у']
импотент_NOUN,[]
стена_NOUN,[]
век_ADVB,"['во', 'до', 'в', 'из', 'на']"
коллектив_PRTF,[]
допраш_INFN,['пере']
жи_PRTF,"['за', 'пере', 'от', 'про', 'на', 'об', 'из', 'до', 'с', 'вы']"
кинем_NOUN,[]
звень_ADJF,[]
страус_NOUN,[]
стрекоз_ADJF,[]
существова_INFN,"['про', 'со']"
участк_NOUN,[]
трамвай_ADJF,[]
чащ_NOUN,"['наи', 'у', 'при']"
найтов_INFN,"['об', 'при', 'с']"
лоп_INFN,"['с', 'по', 'об', 'в', 'на']"
карель_ADJF,[]
раствор_ADJF,['не']
акт_NOUN,"['дез', 'не', 'про', 'ре', 'ретро']"
самодеятельн_NOUN,[]
форум_NOUN,[]
трамвай_NOUN,[]
брильянт_ADJF,[]
бушмен_ADJF,[]
гаш_NOUN,['по']
марганец_NOUN,[]
вад_INFN,"['при', 'от']"
чад_NOUN,[]
кудахт_INFN,"['по', 'за', 'рас']"
педагог_NOUN,[]
вонз_INFN,[]
щич_ADJF,['за']
камчат_ADJF,[]
пуч_INFN,"['рас', 'вс', 'вы']"
ажюст_INFN,[]
лин_PRTF,"['про', 'вы', 'пере', 'на', 'раз', 'из', 'по', 'с']"
лиж_PRTF,[]
бур_PRTF,"['о', 'вы', 'раз', 'на', 'по', 'про']"
втор_NOUN,[]
клеров_NOUN,[]
карачун_NOUN,[]
бурят_ADJF,[]
щипц_ADJF,[]
треск_NOUN,['по']
крамоль_ADJF,[]
бессараб_ADJF,[]
мародер_ADJF,[]
чес_NOUN,"['с', 'пере', 'об', 'о', 'при', 'рас', 'под', 'за', 'про', 'у', 'па', 'вы', 'по', 'на', 'в']"
алта_NOUN,[]
хорохор_INFN,['рас']
порос_NOUN,['о']
акцент_PRTF,[]
банальн_NOUN,[]
ягод_ADJF,[]
гугенот_ADJF,[]
компон_NOUN,['пере']
верзил_NOUN,[]
засуч_INFN,[]
дистилл_INFN,[]
буй_ADJF,[]
индееч_ADJF,[]
прыс_PRTF,"['с', 'вс', 'о', 'в']"
флюгер_NOUN,[]
обрет_INFN,"['при', 'из']"
средн_NOUN,['о']
тужурк_NOUN,[]
цеж_ADJF,[]
трях_PRTF,"['вы', 'про', 'вс', 'с', 'пере', 'рас', 'о']"
зв_PRTF,"['вы', 'на', 'по', 'воз', 'обо', 'за', 'ото', 'подо', 'при', 'про', 'со']"
бенгал_NOUN,[]
микстур_NOUN,[]
мулат_NOUN,[]
картон_ADJF,[]
хлажд_NOUN,"['пере', 'о']"
персон_NOUN,['де']
безображ_INFN,['о']
солов_NOUN,[]
квадр_NOUN,['би']
фуфыр_INFN,['рас']
здрав_ADJF,['за']
бланш_ADJF,[]
трихин_ADJF,[]
деклар_ADJF,[]
арабеск_NOUN,[]
исповедь_NOUN,[]
палас_NOUN,[]
ловл_PRTF,"['от', 'с', 'пере', 'на', 'у', 'вы', 'до', 'из']"
кривл_PRTF,"['по', 'с', 'пере', 'ис']"
пастил_NOUN,[]
элемент_NOUN,['микро']
пошл_PRTF,"['о', 'ис']"
тюк_NOUN,['рас']
прыщ_ADJF,[]
титр_INFN,[]
тризн_NOUN,[]
дант_ADJF,[]
уведомл_PRTF,['пред']
иран_ADJF,[]
плам_ADJF,"['бес', 'вос']"
макет_PRTF,[]
желч_PRTF,"['вы', 'за', 'из', 'по', 'на']"
колчак_NOUN,[]
обита_ADJF,['не']
валторн_NOUN,[]
план_PRTF,"['у', 'рас', 'би', 'за', 'пере', 'с']"
эксик_NOUN,[]
лег_ADJF,"['за', 'по', 'наи', 'не']"
студ_ADJF,['про']
контор_NOUN,['за']
постановл_INFN,[]
воп_INFN,"['раз', 'за']"
цык_INFN,"['при', 'за']"
буржуй_ADJF,[]
пассер_PRTF,['с']
мож_NOUN,"['вс', 'по', 'из', 'не', 'воз']"
сон_NOUN,"['с', 'про', 'бес', 'дис']"
гребен_NOUN,[]
халатн_ADJF,[]
украин_PRTF,[]
мозж_INFN,['раз']
облаточ_ADJF,[]
жа_INFN,"['под', 'на', 'раз', 'при', 'в', 'вы', 'до', 'за', 'не', 'об', 'от', 'пере', 'с', 'у']"
араме_NOUN,[]
льгот_ADJF,[]
бербер_NOUN,[]
удовлетвор_INFN,[]
келей_INFN,[]
ольх_NOUN,[]
дожд_ADJF,"['пред', 'разо']"
компань_NOUN,[]
рект_INFN,[]
колен_ADJF,"['под', 'на', 'над']"
каторг_NOUN,[]
результат_ADJF,['без']
стержень_NOUN,[]
стандарт_ADJF,['не']
припер_INFN,[]
слажд_NOUN,"['у', 'на']"
лог_PRTF,[]
яр_NOUN,['по']
навож_PRTF,"['за', 'у']"
рек_INFN,['из']
казн_PRTF,['рас']
ортодокс_NOUN,[]
инфиц_PRTF,['дез']
гунн_NOUN,[]
снеж_INFN,[]
парат_ADJF,[]
останов_INFN,['при']
гектар_ADJF,['по']
публик_INFN,['о']
квислинг_NOUN,[]
приязнь_NOUN,[]
словь_NOUN,['при']
шприц_NOUN,[]
давн_ADVB,"['из', 'с', 'ыз', 'по', 'не']"
нивх_ADJF,[]
мелод_NOUN,[]
матч_ADJF,[]
партикуляр_NOUN,[]
бахвал_NOUN,[]
оккуп_INFN,[]
бас_INFN,"['про', 'за']"
картин_ADJF,[]
вибр_NOUN,['анти']
тиш_COMP,['по']
вар_INFN,"['у', 'по', 'в', 'вы', 'до', 'за', 'на', 'не', 'об', 'от', 'пере', 'под', 'при', 'про', 'раз', 'с']"
